,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine_in_cc,Seats,Make,Model
2907,Maruti Wagon R LXI CNG,490000,80000,Cng,Manual,1st Owner,2019,1998,5 Seats,Maruti,Wagon R LXI CNG
2908,Honda City S,250000,120000,Petrol,Manual,2nd Owner,2010,1997,5 Seats,Honda,City S
2909,Tata Zest Quadrajet 1.3 XMA,290000,70000,Diesel,Automatic,4th Owner,2016,1968,5 Seats,Tata,Zest Quadrajet 1.3 XMA
2910,Audi RS7 4.0 TFSI,17500000,7100,Petrol,Automatic,1st Owner,2021,1968,5 Seats,Audi,RS7 4.0 TFSI
2911,Audi RS7 4.0 TFSI,17500000,11500,Petrol,Automatic,1st Owner,2020,1984,5 Seats,Audi,RS7 4.0 TFSI
2912,Audi A4 Technology,4179999,16000,Petrol,Automatic,1st Owner,2021,1998,5 Seats,Audi,A4 Technology
2913,Mahindra Thar LX 4-Str Hard Top,1680000,5500,Petrol,Manual,1st Owner,2022,1999,5 Seats,Mahindra,Thar LX 4-Str Hard Top
2914,Audi Q5 30 TDI quattro Premium Plus,2390000,56500,Diesel,Automatic,1st Owner,2016,1395,5 Seats,Audi,Q5 30 TDI quattro Premium Plus
2915,Audi A4 35 TDI Technology Edition,1480000,45500,Diesel,Automatic,1st Owner,2014,1968,5 Seats,Audi,A4 35 TDI Technology Edition
2916,Audi A6 45 TFSI Technology,5780000,16000,Petrol,Automatic,0th Owner,2021,1968,5 Seats,Audi,A6 45 TFSI Technology
2917,Audi A4 Technology,4590000,12000,Petrol,Automatic,1st Owner,2021,1781,5 Seats,Audi,A4 Technology
2918,Jaguar XF 2.0 Diesel Prestige,2980000,59000,Diesel,Automatic,1st Owner,2018,1798,5 Seats,Jaguar,XF 2.0 Diesel Prestige
2919,Audi A4 30 TFSI Technology,3379999,41000,Petrol,Automatic,1st Owner,2018,1248,7 Seats,Audi,A4 30 TFSI Technology
2920,Audi Q3 35 TDI Quattro Premium,2390000,44600,Diesel,Automatic,1st Owner,2017,1368,5 Seats,Audi,Q3 35 TDI Quattro Premium
2921,Audi Q3 35 TDI Quattro Premium Plus,1280000,38500,Diesel,Automatic,2nd Owner,2013,796,5 Seats,Audi,Q3 35 TDI Quattro Premium Plus
2922,Audi A4 1.8 TFSI,1480000,57500,Petrol,Automatic,3rd Owner,2013,1493,5 Seats,Audi,A4 1.8 TFSI
2923,Audi A6 35 TFSI Matrix,3379999,12000,Petrol,Automatic,1st Owner,2016,1968,5 Seats,Audi,A6 35 TFSI Matrix
2924,Maruti Swift VDI BSIV,329000,84703,Diesel,Manual,3rd Owner,2014,1248,4 Seats,Maruti,Swift VDI BSIV
2925,Jeep Compass 1.4 Longitude Plus AT,1689999,78000,Petrol,Automatic,1st Owner,2018,1248,5 Seats,Jeep,Compass 1.4 Longitude Plus AT
2926,Maruti Alto 800 LXI,267000,26562,Petrol,Manual,1st Owner,2017,1199,5 Seats,Maruti,Alto 800 LXI
2927,Mahindra Quanto C2,197000,93021,Diesel,Manual,3rd Owner,2013,1998,5 Seats,Mahindra,Quanto C2
2928,Audi A4 35 TDI Technology,3279999,43900,Diesel,Automatic,1st Owner,2019,1798,5 Seats,Audi,A4 35 TDI Technology
2929,Maruti Swift VDI BSIV,392000,107813,Diesel,Manual,1st Owner,2015,1395,5 Seats,Maruti,Swift VDI BSIV
2930,Maruti Swift Dzire VDI,537000,64299,Diesel,Manual,1st Owner,2017,2354,5 Seats,Maruti,Swift Dzire VDI
2931,Tata Tiago 1.2 Revotron XT,401999,25424,Petrol,Manual,1st Owner,2019,1248,5 Seats,Tata,Tiago 1.2 Revotron XT
2932,BMW 6 Series GT 630i Luxury Line 2018-2021,5580000,20800,Petrol,Automatic,1st Owner,2019,1086,5 Seats,BMW,6 Series GT 630i Luxury Line 2018-2021
2933,Audi A4 35 TFSi Premium,2080000,32000,Petrol,Automatic,1st Owner,2016,1968,5 Seats,Audi,A4 35 TFSi Premium
2934,Audi A4 30 TFSI Technology,3279999,27000,Petrol,Automatic,2nd Owner,2018,1498,5 Seats,Audi,A4 30 TFSI Technology
2935,Honda Accord 2.4 MT,294000,80046,Petrol,Manual,3rd Owner,2010,1498,5 Seats,Honda,Accord 2.4 MT
2936,Maruti Swift Dzire VDI,372000,104724,Diesel,Manual,2nd Owner,2014,1582,5 Seats,Maruti,Swift Dzire VDI
2937,Hyundai Santro Xing GL,79484,91693,Petrol,Manual,3rd Owner,2008,998,5 Seats,Hyundai,Santro Xing GL
2938,Audi A6 35 TDI,1980000,85000,Diesel,Automatic,1st Owner,2015,1086,5 Seats,Audi,A6 35 TDI
2939,Ford Freestyle Titanium Diesel BSIV,543000,84280,Diesel,Manual,1st Owner,2018,1197,5 Seats,Ford,Freestyle Titanium Diesel BSIV
2940,Honda Amaze S i-Dtech,256999,72947,Diesel,Manual,2nd Owner,2013,1248,5 Seats,Honda,Amaze S i-Dtech
2941,Hyundai Creta 1.6 SX Automatic Diesel,1427000,38507,Diesel,Automatic,1st Owner,2019,1198,5 Seats,Hyundai,Creta 1.6 SX Automatic Diesel
2942,Maruti Wagon R LXI CNG,351000,60033,Cng,Manual,1st Owner,2017,998,7 Seats,Maruti,Wagon R LXI CNG
2943,Hyundai i10 Magna 1.1L,256999,35355,Petrol,Manual,2nd Owner,2014,1196,5 Seats,Hyundai,i10 Magna 1.1L
2944,Hyundai Grand i10 Magna,373000,24027,Petrol,Manual,2nd Owner,2017,1591,7 Seats,Hyundai,Grand i10 Magna
2945,Maruti Baleno 1.3 Alpha,558000,57256,Diesel,Manual,1st Owner,2017,2179,5 Seats,Maruti,Baleno 1.3 Alpha
2946,Honda Amaze EX i-Vtech,282000,62029,Petrol,Manual,1st Owner,2013,1197,5 Seats,Honda,Amaze EX i-Vtech
2947,Maruti Wagon R LXI CNG,270000,97811,Cng,Manual,1st Owner,2014,1498,5 Seats,Maruti,Wagon R LXI CNG
2948,Ford Figo Petrol ZXI,164000,54910,Petrol,Manual,1st Owner,2011,1197,5 Seats,Ford,Figo Petrol ZXI
2949,Hyundai Verna 1.6 VTVT S,537000,69271,Petrol,Manual,1st Owner,2016,1798,5 Seats,Hyundai,Verna 1.6 VTVT S
2950,Mahindra XUV500 W8 FWD,643000,122619,Diesel,Manual,2nd Owner,2015,1199,5 Seats,Mahindra,XUV500 W8 FWD
2951,Maruti Swift VXI,592000,23976,Petrol,Manual,1st Owner,2020,1968,5 Seats,Maruti,Swift VXI
2952,Honda Mobilio V i-DTEC,361000,159147,Diesel,Manual,1st Owner,2014,1498,5 Seats,Honda,Mobilio V i-DTEC
2953,Maruti Swift Dzire VXI,330000,75384,Petrol,Manual,2nd Owner,2014,1197,7 Seats,Maruti,Swift Dzire VXI
2954,Audi A6 35 TFSI Matrix,2990000,61500,Petrol,Automatic,1st Owner,2017,2967,5 Seats,Audi,A6 35 TFSI Matrix
2955,Tata Tigor 1.2 Revotron XE,351000,39477,Petrol,Manual,1st Owner,2018,1197,8 Seats,Tata,Tigor 1.2 Revotron XE
2956,Audi A6 35 TDI,2580000,41000,Diesel,Automatic,2nd Owner,2016,2523,5 Seats,Audi,A6 35 TDI
2957,Honda City i DTEC SV,518000,53234,Diesel,Manual,2nd Owner,2015,1582,5 Seats,Honda,City i DTEC SV
2958,Maruti Swift Dzire AMT ZXI Plus,604000,67261,Petrol,Automatic,2nd Owner,2018,2494,5 Seats,Maruti,Swift Dzire AMT ZXI Plus
2959,Audi A6 3.0 TDI Quattro Premium Plus,1380000,71000,Diesel,Automatic,3rd Owner,2014,998,5 Seats,Audi,A6 3.0 TDI Quattro Premium Plus
2960,Maruti Baleno Delta,653000,8201,Petrol,Manual,1st Owner,2020,1591,5 Seats,Maruti,Baleno Delta
2961,Mahindra Bolero SLE BSIII,473000,98105,Diesel,Manual,1st Owner,2015,1197,5 Seats,Mahindra,Bolero SLE BSIII
2962,Hyundai Verna 1.6 SX CRDI (O) AT,463000,93147,Diesel,Automatic,1st Owner,2014,1248,7 Seats,Hyundai,Verna 1.6 SX CRDI (O) AT
2963,Toyota Innova 2.5 GX (Diesel) 8 Seater,557000,139257,Diesel,Manual,1st Owner,2012,1582,7 Seats,Toyota,Innova 2.5 GX (Diesel) 8 Seater
2964,Maruti Alto K10 2010-2014 VXI,134000,140511,Petrol,Manual,1st Owner,2011,1086,7 Seats,Maruti,Alto K10 2010-2014 VXI
2965,Hyundai Verna 1.6 EX VTVT,449000,68266,Petrol,Manual,1st Owner,2014,2982,5 Seats,Hyundai,Verna 1.6 EX VTVT
2966,Hyundai i20 1.2 Magna,209000,80283,Petrol,Manual,2nd Owner,2011,1493,7 Seats,Hyundai,i20 1.2 Magna
2967,Maruti Swift VDI BSIV,459000,55133,Diesel,Manual,1st Owner,2016,1196,7 Seats,Maruti,Swift VDI BSIV
2968,Hyundai Elantra CRDi SX,583000,58437,Diesel,Manual,2nd Owner,2014,998,5 Seats,Hyundai,Elantra CRDi SX
2969,Hyundai Santro Xing GL,169000,117816,Petrol,Manual,1st Owner,2013,2494,7 Seats,Hyundai,Santro Xing GL
2970,Toyota Fortuner 4x2 Manual,1180000,212661,Diesel,Manual,2nd Owner,2013,1373,5 Seats,Toyota,Fortuner 4x2 Manual
2971,Mahindra Bolero Power Plus SLE,522000,67918,Diesel,Manual,1st Owner,2016,1399,5 Seats,Mahindra,Bolero Power Plus SLE
2972,Maruti Eeco 7 Seater STD 2020-2022,468000,18636,Petrol,Manual,1st Owner,2022,2755,5 Seats,Maruti,Eeco 7 Seater STD 2020-2022
2973,Maruti Alto K10 LXI,200999,111556,Petrol,Manual,2nd Owner,2015,1197,5 Seats,Maruti,Alto K10 LXI
2974,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,793000,141834,Diesel,Manual,1st Owner,2015,1197,5 Seats,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV
2975,Maruti Ertiga VXI,411000,24920,Petrol,Manual,2nd Owner,2014,1197,5 Seats,Maruti,Ertiga VXI
2976,Ford Figo Diesel EXI,125000,115042,Diesel,Manual,2nd Owner,2011,1462,5 Seats,Ford,Figo Diesel EXI
2977,Toyota Innova Crysta 2.8 ZX AT BSIV,1761000,57189,Diesel,Automatic,2nd Owner,2018,1197,5 Seats,Toyota,Innova Crysta 2.8 ZX AT BSIV
2978,Hyundai i20 Asta 1.2,565000,10188,Petrol,Manual,1st Owner,2016,2143,5 Seats,Hyundai,i20 Asta 1.2
2979,Hyundai i10 Sportz 1.2,130000,55892,Petrol,Manual,4th Owner,2008,998,5 Seats,Hyundai,i10 Sportz 1.2
2980,Hyundai i20 Sportz Plus BSIV,664000,38285,Petrol,Manual,1st Owner,2019,1086,5 Seats,Hyundai,i20 Sportz Plus BSIV
2981,Toyota Urban cruiser Premium,927999,26523,Petrol,Manual,1st Owner,2021,998,5 Seats,Toyota,Urban cruiser Premium
2982,Hyundai i20 Sportz Plus BSIV,664000,35986,Petrol,Manual,1st Owner,2019,1461,5 Seats,Hyundai,i20 Sportz Plus BSIV
2983,Mercedes-Benz CLA 200 D Sport Edition,1929000,51609,Diesel,Automatic,1st Owner,2016,1248,4 Seats,Mercedes-Benz,CLA 200 D Sport Edition
2984,Maruti Wagon R VXI Opt,413000,42561,Petrol,Manual,1st Owner,2019,1248,5 Seats,Maruti,Wagon R VXI Opt
2985,Hyundai Santro Xing GLS,105000,30778,Petrol,Manual,1st Owner,2008,1086,5 Seats,Hyundai,Santro Xing GLS
2986,Maruti Wagon R LXI CNG,335000,30819,Cng,Manual,2nd Owner,2017,796,5 Seats,Maruti,Wagon R LXI CNG
2987,Nissan Micra Diesel XV,139000,77464,Diesel,Manual,3rd Owner,2012,1498,5 Seats,Nissan,Micra Diesel XV
2988,Maruti Vitara Brezza VDi,542000,55142,Diesel,Manual,1st Owner,2016,1493,5 Seats,Maruti,Vitara Brezza VDi
2989,Maruti Swift Dzire ZDI,479000,64705,Diesel,Manual,2nd Owner,2015,1399,5 Seats,Maruti,Swift Dzire ZDI
2990,Hyundai i10 Era 1.1,130000,83013,Petrol,Manual,4th Owner,2009,1248,5 Seats,Hyundai,i10 Era 1.1
2991,Maruti 800 AC BSIII,54430,91817,Petrol,Manual,4th Owner,2009,1968,5 Seats,Maruti,800 AC BSIII
2992,Honda Amaze VX i DTEC,561000,76012,Diesel,Manual,1st Owner,2018,814,7 Seats,Honda,Amaze VX i DTEC
2993,Hyundai Creta SX Opt Diesel AT,1773000,20507,Diesel,Automatic,1st Owner,2020,1199,7 Seats,Hyundai,Creta SX Opt Diesel AT
2994,Ford Fiesta 1.4 ZXi TDCi ABS,174000,118039,Diesel,Manual,1st Owner,2009,1497,5 Seats,Ford,Fiesta 1.4 ZXi TDCi ABS
2995,Tata Zest Quadrajet 1.3 XMS,280000,169306,Diesel,Manual,1st Owner,2014,1196,5 Seats,Tata,Zest Quadrajet 1.3 XMS
2996,Audi A6 2.0 TDI Premium Plus,1689999,71000,Diesel,Automatic,1st Owner,2014,1493,5 Seats,Audi,A6 2.0 TDI Premium Plus
2997,Hyundai EON D Lite Plus,216000,51841,Petrol,Manual,2nd Owner,2016,998,5 Seats,Hyundai,EON D Lite Plus
2998,Tata Tigor 1.2 Revotron XZ Option,413999,10098,Petrol,Manual,1st Owner,2017,1399,5 Seats,Tata,Tigor 1.2 Revotron XZ Option
2999,Honda City i VTEC V,497000,58328,Petrol,Manual,3rd Owner,2015,1461,5 Seats,Honda,City i VTEC V
3000,Maruti Eeco 7 Seater Standard BSIV,309000,94128,Petrol,Manual,1st Owner,2018,998,5 Seats,Maruti,Eeco 7 Seater Standard BSIV
3001,Mahindra TUV 300 T6,516000,38979,Diesel,Manual,1st Owner,2017,796,5 Seats,Mahindra,TUV 300 T6
3002,Maruti Wagon R LXI CNG,324000,54087,Cng,Manual,1st Owner,2016,1197,5 Seats,Maruti,Wagon R LXI CNG
3003,Ford Figo Diesel ZXI,126000,71969,Diesel,Manual,1st Owner,2010,1591,5 Seats,Ford,Figo Diesel ZXI
3004,Renault Duster 85PS Diesel RxE,602000,59609,Diesel,Manual,1st Owner,2018,1197,7 Seats,Renault,Duster 85PS Diesel RxE
3005,Maruti Wagon R LXI CNG,287000,94509,Cng,Manual,1st Owner,2015,1197,5 Seats,Maruti,Wagon R LXI CNG
3006,Maruti Alto 800 LXI,264000,52254,Petrol,Manual,1st Owner,2018,1198,5 Seats,Maruti,Alto 800 LXI
3007,Maruti Swift Dzire Tour 1.2 S STD,600000,25000,Petrol,Manual,1st Owner,2018,2694,5 Seats,Maruti,Swift Dzire Tour 1.2 S STD
3008,Hyundai Verna VTVT 1.6 SX Option,907000,36006,Petrol,Manual,1st Owner,2018,2967,7 Seats,Hyundai,Verna VTVT 1.6 SX Option
3009,Hyundai i20 Asta,191000,94264,Petrol,Manual,2nd Owner,2010,1086,5 Seats,Hyundai,i20 Asta
3010,Maruti Baleno Sigma,608000,14976,Petrol,Manual,1st Owner,2022,1197,5 Seats,Maruti,Baleno Sigma
3011,Datsun GO T BSIV,221000,163605,Petrol,Manual,1st Owner,2017,2967,5 Seats,Datsun,GO T BSIV
3012,Toyota Fortuner 2.7 2WD AT,3100000,44000,Petrol,Automatic,2nd Owner,2019,1198,7 Seats,Toyota,Fortuner 2.7 2WD AT
3013,Audi Q5 3.0 TDI Quattro,994999,68000,Diesel,Automatic,3rd Owner,2011,1950,5 Seats,Audi,Q5 3.0 TDI Quattro
3014,Hyundai i10 Magna 1.1L,225000,38000,Petrol,Manual,1st Owner,2011,1248,5 Seats,Hyundai,i10 Magna 1.1L
3015,Maruti Swift Dzire VXI 1.2 BS IV,650000,65000,Petrol,Manual,1st Owner,2019,2179,5 Seats,Maruti,Swift Dzire VXI 1.2 BS IV
3016,Audi Q7 45 TDI Quattro Premium Plus,1875000,43000,Diesel,Automatic,2nd Owner,2014,1950,5 Seats,Audi,Q7 45 TDI Quattro Premium Plus
3017,Honda Amaze E i-Vtech,360000,80000,Petrol,Manual,3rd Owner,2015,1950,5 Seats,Honda,Amaze E i-Vtech
3018,Mercedes-Benz C-Class Progressive C 220d,3900000,24000,Diesel,Automatic,2nd Owner,2020,1991,5 Seats,Mercedes-Benz,C-Class Progressive C 220d
3019,Maruti Baleno 1.3 Delta,600000,90000,Diesel,Manual,1st Owner,2018,1997,5 Seats,Maruti,Baleno 1.3 Delta
3020,Mahindra Scorpio S8 7 Seater,1000000,25000,Diesel,Manual,1st Owner,2016,4367,7 Seats,Mahindra,Scorpio S8 7 Seater
3021,Mercedes-Benz GLC 220d 4MATIC,5650000,24000,Diesel,Automatic,1st Owner,2020,1998,5 Seats,Mercedes-Benz,GLC 220d 4MATIC
3022,Mercedes-Benz GLE 300d,8900000,13000,Diesel,Automatic,1st Owner,2021,1968,7 Seats,Mercedes-Benz,GLE 300d
3023,Mercedes-Benz GLC 200,6100000,15000,Petrol,Automatic,1st Owner,2021,1997,7 Seats,Mercedes-Benz,GLC 200
3024,Jaguar F-Pace 2.0 R-Dynamic S Diesel,7400000,9900,Diesel,Automatic,1st Owner,2021,1582,5 Seats,Jaguar,F-Pace 2.0 R-Dynamic S Diesel
3025,Land Rover Range Rover 4.4 Diesel LWB Autobiography,19000000,68500,Diesel,Automatic,1st Owner,2019,2998,7 Seats,Land,Rover Range Rover 4.4 Diesel LWB Autobiography
3026,BMW X4 xDrive30i M Sport Silver Shadow Edition,7450000,7600,Petrol,Automatic,1st Owner,2022,2179,5 Seats,BMW,X4 xDrive30i M Sport Silver Shadow Edition
3027,Audi Q3 35 TDI Quattro Premium Plus,1475000,76000,Diesel,Automatic,2nd Owner,2016,1462,5 Seats,Audi,Q3 35 TDI Quattro Premium Plus
3028,Mahindra XUV500 1.99 FWD W8,450000,120000,Diesel,Manual,2nd Owner,2013,2523,7 Seats,Mahindra,XUV500 1.99 FWD W8
3029,Hyundai Verna 1.6 CRDi SX,520000,120000,Diesel,Manual,2nd Owner,2016,2487,5 Seats,Hyundai,Verna 1.6 CRDi SX
3030,BMW X7 xDrive 40i,11500000,39000,Petrol,Automatic,1st Owner,2019,2497,5 Seats,BMW,X7 xDrive 40i
3031,Mahindra Scorpio S10 7 Seater,1125000,88000,Diesel,Manual,1st Owner,2017,2982,7 Seats,Mahindra,Scorpio S10 7 Seater
3032,Maruti Grand Vitara Delta AT,1450000,2000,Petrol,Automatic,1st Owner,2022,998,7 Seats,Maruti,Grand Vitara Delta AT
3033,Mahindra Bolero ZLX,750000,40000,Diesel,Manual,1st Owner,2019,2143,5 Seats,Mahindra,Bolero ZLX
3034,Toyota Camry Hybrid 2.5,4090000,20000,Petrol,Automatic,1st Owner,2019,2179,5 Seats,Toyota,Camry Hybrid 2.5
3035,Mercedes-Benz E-Class E240 V6 AT,500000,110000,Petrol,Automatic,2nd Owner,2006,1248,5 Seats,Mercedes-Benz,E-Class E240 V6 AT
3036,Toyota Fortuner 3.0 Diesel,850000,80000,Diesel,Manual,3rd Owner,2011,1598,5 Seats,Toyota,Fortuner 3.0 Diesel
3037,Maruti Zen Estilo LXI BSIII,100000,110000,Petrol,Manual,3rd Owner,2008,1950,8 Seats,Maruti,Zen Estilo LXI BSIII
3038,Mercedes-Benz GLE 250d,4400000,49000,Diesel,Automatic,1st Owner,2017,1498,5 Seats,Mercedes-Benz,GLE 250d
3039,Tata Safari Storme VX,320000,145000,Diesel,Manual,3rd Owner,2013,998,5 Seats,Tata,Safari Storme VX
3040,Maruti Ertiga ZDI,500000,40000,Diesel,Manual,2nd Owner,2012,2494,5 Seats,Maruti,Ertiga ZDI
3041,Volkswagen Vento IPL II Petrol Trendline,125000,100000,Petrol,Manual,3rd Owner,2010,1995,5 Seats,Volkswagen,Vento IPL II Petrol Trendline
3042,Mercedes-Benz E-Class Expression E 220 d BSIV,5800000,17000,Diesel,Automatic,1st Owner,2020,1396,5 Seats,Mercedes-Benz,E-Class Expression E 220 d BSIV
3043,Volkswagen Polo Exquisite 1.5 TDI Highline,490000,100000,Diesel,Manual,1st Owner,2015,1198,7 Seats,Volkswagen,Polo Exquisite 1.5 TDI Highline
3044,Maruti Wagon R VXI BS IV,190000,100000,Petrol,Manual,1st Owner,2011,1396,4 Seats,Maruti,Wagon R VXI BS IV
3045,Toyota Innova 2.5 G (Diesel) 8 Seater,600000,120000,Diesel,Manual,2nd Owner,2013,1950,8 Seats,Toyota,Innova 2.5 G (Diesel) 8 Seater
3046,BMW X3 xDrive 20d Luxury Line,6000000,19000,Diesel,Automatic,1st Owner,2021,1997,5 Seats,BMW,X3 xDrive 20d Luxury Line
3047,Hyundai i20 Sportz 1.4 CRDi,650000,60000,Diesel,Manual,2nd Owner,2017,796,7 Seats,Hyundai,i20 Sportz 1.4 CRDi
3048,Nissan Micra Active XV Petrol,400000,25000,Petrol,Manual,1st Owner,2018,2179,5 Seats,Nissan,Micra Active XV Petrol
3049,Tata Indigo LX BSIV,185000,100000,Diesel,Manual,1st Owner,2012,1997,5 Seats,Tata,Indigo LX BSIV
3050,Mercedes-Benz GLC Coupe 300d 4MATIC,7150000,24900,Diesel,Automatic,1st Owner,2021,1498,7 Seats,Mercedes-Benz,GLC Coupe 300d 4MATIC
3051,Mahindra Scorpio 1.99 S10 4WD,1000000,70000,Diesel,Manual,1st Owner,2015,1120,5 Seats,Mahindra,Scorpio 1.99 S10 4WD
3052,Maruti 800 AC,200000,70000,Petrol,Manual,1st Owner,2014,999,7 Seats,Maruti,800 AC
3053,Mahindra Scorpio 2.6 CRDe,350000,100000,Diesel,Manual,2nd Owner,2006,4461,8 Seats,Mahindra,Scorpio 2.6 CRDe
3054,Jaguar XF 2.0 Petrol Prestige,4700000,7500,Petrol,Automatic,1st Owner,2020,1248,5 Seats,Jaguar,XF 2.0 Petrol Prestige
3055,Mahindra Bolero B4,580000,110000,Diesel,Manual,1st Owner,2020,2982,5 Seats,Mahindra,Bolero B4
3056,Hyundai Xcent 1.1 CRDi Base,310000,70000,Diesel,Manual,2nd Owner,2015,2494,5 Seats,Hyundai,Xcent 1.1 CRDi Base
3057,Renault Kiger RXZ,750000,35000,Petrol,Manual,1st Owner,2021,1993,5 Seats,Renault,Kiger RXZ
3058,Toyota Land Cruiser VX,15800000,56000,Diesel,Automatic,1st Owner,2018,1199,5 Seats,Toyota,Land Cruiser VX
3059,Maruti Swift Dzire ZDI,535000,74200,Diesel,Manual,2nd Owner,2017,1047,5 Seats,Maruti,Swift Dzire ZDI
3060,Toyota Fortuner 4x2 Manual,1500000,120000,Diesel,Manual,2nd Owner,2016,998,5 Seats,Toyota,Fortuner 4x2 Manual
3061,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,300000,169000,Diesel,Manual,3rd Owner,2007,2925,7 Seats,Toyota,Innova 2.5 EV Diesel MS 8 Str BSIII
3062,Mercedes-Benz C-Class C 220d,6200000,4000,Diesel,Automatic,1st Owner,2022,796,7 Seats,Mercedes-Benz,C-Class C 220d
3063,Volkswagen Polo Diesel Trendline 1.2L,130000,90000,Diesel,Manual,3rd Owner,2010,1086,5 Seats,Volkswagen,Polo Diesel Trendline 1.2L
3064,Tata Tiago 1.05 Revotorq XT,300000,120000,Diesel,Manual,1st Owner,2017,1461,5 Seats,Tata,Tiago 1.05 Revotorq XT
3065,Maruti A-Star Lxi,114999,70000,Petrol,Manual,2nd Owner,2009,2925,5 Seats,Maruti,A-Star Lxi
3066,Mercedes-Benz S-Class S 350 d,4775000,13000,Diesel,Automatic,2nd Owner,2014,814,5 Seats,Mercedes-Benz,S-Class S 350 d
3067,Maruti Alto LXI,70000,70000,Petrol,Manual,3rd Owner,2004,1582,5 Seats,Maruti,Alto LXI
3068,Hyundai Santro Xing XG AT eRLX Euro III,90000,60000,Petrol,Automatic,4th Owner,2004,1197,4 Seats,Hyundai,Santro Xing XG AT eRLX Euro III
3069,Renault Lodgy 110PS RxZ 7 Seater,450000,110000,Diesel,Manual,3rd Owner,2015,2993,5 Seats,Renault,Lodgy 110PS RxZ 7 Seater
3070,Mercedes-Benz GLS 400d 4MATIC,11700000,15000,Diesel,Automatic,2nd Owner,2020,1197,7 Seats,Mercedes-Benz,GLS 400d 4MATIC
3071,Hyundai EON D Lite,175000,30000,Petrol,Manual,1st Owner,2013,796,5 Seats,Hyundai,EON D Lite
3072,Hyundai Verna 1.6 CRDi SX,700000,115000,Diesel,Manual,2nd Owner,2015,796,7 Seats,Hyundai,Verna 1.6 CRDi SX
3073,Maruti Baleno Delta,650000,15000,Petrol,Manual,1st Owner,2019,2967,5 Seats,Maruti,Baleno Delta
3074,BMW X5 xDrive 30d xLine,8300000,25000,Diesel,Automatic,1st Owner,2020,1396,7 Seats,BMW,X5 xDrive 30d xLine
3075,Maruti Ignis 1.2 AMT Zeta BSIV,500000,80000,Petrol,Automatic,1st Owner,2018,2523,5 Seats,Maruti,Ignis 1.2 AMT Zeta BSIV
3076,Maruti 800 Std BSII,84000,29000,Petrol,Manual,1st Owner,2002,1197,7 Seats,Maruti,800 Std BSII
3077,Maruti Alto 800 VXI,300000,70000,Petrol,Manual,1st Owner,2019,2987,5 Seats,Maruti,Alto 800 VXI
3078,Audi Q7 45 TDI Quattro Technology,4600000,65000,Diesel,Automatic,1st Owner,2017,999,7 Seats,Audi,Q7 45 TDI Quattro Technology
3079,Hyundai i20 1.4 Asta CRDi with AVN,200000,110000,Diesel,Manual,4th Owner,2009,2523,5 Seats,Hyundai,i20 1.4 Asta CRDi with AVN
3080,Mahindra Bolero SLX,340000,100000,Diesel,Manual,4th Owner,2012,1995,5 Seats,Mahindra,Bolero SLX
3081,Maruti Baleno 1.2 Alpha,550000,60000,Petrol,Manual,1st Owner,2018,2494,5 Seats,Maruti,Baleno 1.2 Alpha
3082,Mercedes-Benz GLS 350d Grand Edition,5950000,45000,Diesel,Automatic,2nd Owner,2016,1248,5 Seats,Mercedes-Benz,GLS 350d Grand Edition
3083,Volkswagen Taigun 1.0 TSI Topline,1300000,5000,Petrol,Manual,1st Owner,2022,1396,5 Seats,Volkswagen,Taigun 1.0 TSI Topline
3084,Mahindra Bolero ZLX,470000,60000,Diesel,Manual,2nd Owner,2014,2143,5 Seats,Mahindra,Bolero ZLX
3085,BMW 5 Series 520d Luxury Line,4800000,29000,Diesel,Automatic,1st Owner,2019,1396,5 Seats,BMW,5 Series 520d Luxury Line
3086,Toyota Innova 2.5 E 7 STR,425000,200000,Diesel,Manual,2nd Owner,2012,1405,5 Seats,Toyota,Innova 2.5 E 7 STR
3087,Maruti Swift VDI BSIV,350000,110000,Diesel,Manual,1st Owner,2015,1498,5 Seats,Maruti,Swift VDI BSIV
3088,Tata Indigo LX BSIV,240000,120000,Diesel,Manual,1st Owner,2015,1950,5 Seats,Tata,Indigo LX BSIV
3089,Mercedes-Benz GLE 250d,5600000,45000,Diesel,Automatic,1st Owner,2019,2925,5 Seats,Mercedes-Benz,GLE 250d
3090,Tata Indigo GLX,114999,25000,Petrol,Manual,1st Owner,2009,1968,7 Seats,Tata,Indigo GLX
3091,Tata Indigo LX,70000,80000,Diesel,Manual,2nd Owner,2006,998,5 Seats,Tata,Indigo LX
3092,Ford Ecosport 1.5 Diesel Titanium BSIV,650000,70000,Diesel,Manual,1st Owner,2018,2995,5 Seats,Ford,Ecosport 1.5 Diesel Titanium BSIV
3093,Mercedes-Benz C-Class Progressive C 200,4790000,11000,Petrol,Automatic,1st Owner,2021,1493,5 Seats,Mercedes-Benz,C-Class Progressive C 200
3094,Mercedes-Benz GLE 400d,10400000,12000,Diesel,Automatic,1st Owner,2021,1598,5 Seats,Mercedes-Benz,GLE 400d
3095,Audi A6 35 TDI,2490000,40000,Diesel,Automatic,2nd Owner,2016,998,5 Seats,Audi,A6 35 TDI
3096,Maruti Wagon R VXI,521000,7500,Petrol,Manual,1st Owner,2021,1998,5 Seats,Maruti,Wagon R VXI
